,dev_evs,dev_mae,dev_median_ae,dev_mse,dev_set_score,eval_evs,eval_mae,eval_median_ae,eval_mse,eval_set_score,method_ids,parameters,rank_test_score
0,0.739101838633,0.623837761481,0.501033888366,0.639926493449,0.819416883883,0.694692206367,0.616625337518,0.441952212019,0.720915459774,0.787240918962,"[7, 0, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 160, 'fit_intercept': True}",0
1,0.744668869145,0.617111875167,0.483138439023,0.626943844495,0.82308050342,0.699514614825,0.612576361564,0.466974518106,0.721838850279,0.786968404741,"[8, 0, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 60, 'fit_intercept': True}",13
2,0.733977562834,0.636806515779,0.511334426928,0.669065705983,0.811193986638,0.71073694619,0.615025263719,0.434258753284,0.72184555596,0.786966425737,"[5, 2, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 110, 'fit_intercept': True}",14
3,0.745761633028,0.616420751501,0.480062363959,0.62548885517,0.823491091994,0.700215008975,0.612470880973,0.465888743565,0.721890438955,0.786953179711,"[8, 0, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 110, 'fit_intercept': True}",18
4,0.733186325,0.637282057912,0.511426266275,0.669930108876,0.810950057734,0.710193651357,0.615207104547,0.435337314279,0.721911728641,0.786946896625,"[5, 2, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 360, 'fit_intercept': True}",19
5,0.748416659669,0.614667196566,0.475048681022,0.621882242717,0.824508854693,0.701932996811,0.612238055877,0.459400658614,0.721977630812,0.786927447347,"[8, 0, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 360, 'fit_intercept': True}",21
6,0.732046705212,0.637961832629,0.511548921921,0.671181224842,0.810597000903,0.709410394735,0.615464953617,0.436924319608,0.722019870376,0.78691498146,"[5, 2, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 60, 'fit_intercept': True}",29
7,0.694321939955,0.657794416792,0.518538558221,0.714293035854,0.79843112677,0.684489394861,0.627612861931,0.460683576254,0.736574244096,0.782619644003,"[3, 2, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 10, 'fit_intercept': True}",76
8,0.752356642835,0.632101384024,0.494662477385,0.64895572181,0.816868894059,0.711772153776,0.618591839461,0.45399230256,0.73829842235,0.782110798512,"[5, 2, 11]","{'normalize': True, 'l1_ratio': 0.40000000000000002, 'n_alphas': 310, 'fit_intercept': True}",77
9,0.732740209101,0.638443492733,0.486456661851,0.673809307208,0.809855373063,0.706970281451,0.624093830003,0.438201417365,0.738805194943,0.781961238019,"[4, 2, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 110, 'fit_intercept': True}",96
10,0.712333024854,0.643176175031,0.498563593482,0.684338539851,0.806884091736,0.673800605369,0.628156474732,0.458053678058,0.741349546463,0.781210340138,"[6, 0, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 10, 'fit_intercept': True}",136
11,0.760020979382,0.618857763462,0.49702169154,0.623746202292,0.823982857361,0.708177562464,0.621592589908,0.435541193846,0.746938312168,0.779560964141,"[6, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 60, 'fit_intercept': True}",155
12,0.715423424823,0.645702092556,0.518644589745,0.667200583429,0.811720312155,0.668581581231,0.625714668186,0.495734362758,0.747282866303,0.779459278125,"[8, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 60, 'fit_intercept': True}",158
13,0.7614550444,0.617881752512,0.493285776328,0.622159593345,0.824430588141,0.709156900124,0.621469209985,0.437634537725,0.747285426562,0.779458522532,"[6, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 410, 'fit_intercept': True}",159
14,0.715332574226,0.645762977828,0.518735572673,0.667318824538,0.811686945279,0.668515976484,0.625743129148,0.495718577519,0.747314273396,0.779450009154,"[8, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 160, 'fit_intercept': True}",161
15,0.761589957659,0.617788823779,0.492897835817,0.622010706594,0.824472603018,0.709248926718,0.621457183125,0.437950781194,0.747320372084,0.779448209288,"[6, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 110, 'fit_intercept': True}",162
16,0.753805286974,0.61204364129,0.464145023914,0.613458087807,0.826886096705,0.688870787016,0.623566872561,0.46543444499,0.748568574854,0.77907983534,"[8, 0, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 510, 'fit_intercept': True}",172
17,0.727965961604,0.635300050818,0.502775261684,0.655139120514,0.815123978952,0.670222410364,0.630328803467,0.460665417042,0.748614967591,0.779066143753,"[7, 0, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 60, 'fit_intercept': True}",177
18,0.753141497012,0.612524105581,0.46364652261,0.614427379551,0.826612568846,0.688423594828,0.623663440431,0.467851014775,0.748642339168,0.779058065758,"[8, 0, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 460, 'fit_intercept': True}",179
19,0.72757086843,0.635537876499,0.50297234594,0.655631362173,0.81498507154,0.669901475369,0.630403680279,0.461174298603,0.74874111291,0.779028915308,"[7, 0, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 360, 'fit_intercept': True}",184
20,0.748436877848,0.615993582717,0.466294601535,0.621203206491,0.824700474323,0.68518582797,0.624396855861,0.481655392063,0.749268492978,0.778873273065,"[8, 0, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 60, 'fit_intercept': True}",187
21,0.709217301411,0.648808694214,0.456101471881,0.717893644094,0.79741505842,0.706953499084,0.641784116171,0.466924768917,0.760393644513,0.775589979601,"[3, 2, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 160, 'fit_intercept': True}",392
22,0.749687203586,0.621763230485,0.505157075167,0.636988098968,0.820246079795,0.685149085549,0.634194063977,0.470239063431,0.760897722679,0.775441214298,"[6, 0, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 260, 'fit_intercept': True}",396
23,0.714051462688,0.645476634091,0.454366227305,0.711625808539,0.799183801061,0.707912969821,0.640131264497,0.460989606777,0.760953464075,0.775424763703,"[4, 2, 9]","{'normalize': True, 'positive': False, 'criterion': 'bic', 'fit_intercept': True}",406
24,0.707464042136,0.653229496718,0.528075914614,0.680128159598,0.808072233802,0.663530339395,0.635869171472,0.458074533551,0.76112455995,0.775374269292,"[7, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 210, 'fit_intercept': True}",409
25,0.707901825136,0.649701477222,0.456368173981,0.719310757384,0.797015158219,0.706007264806,0.642355969352,0.46862076438,0.761136019995,0.775370887164,"[3, 2, 7]","{'normalize': True, 'n_alphas': 260, 'fit_intercept': True}",410
26,0.707269307033,0.653343220894,0.528153087711,0.68036422744,0.808005616984,0.663396744726,0.635912670102,0.457948739498,0.761176421313,0.775358963786,"[7, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 460, 'fit_intercept': True}",412
27,0.707560302274,0.649931282352,0.456473734072,0.719675703823,0.796912172695,0.705764895177,0.642497148405,0.468358095746,0.761318910569,0.775316911861,"[3, 2, 7]","{'normalize': True, 'n_alphas': 310, 'fit_intercept': True}",414
28,0.706497535357,0.653795013035,0.528482773357,0.681304840991,0.807740181926,0.662874201605,0.636078326816,0.458020097886,0.761377712285,0.775299558094,"[7, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 410, 'fit_intercept': True}",416
29,0.70731822913,0.650090408689,0.456601770502,0.719926873462,0.796841294248,0.70560056316,0.642587168635,0.468872505877,0.761425347076,0.775285499948,"[3, 2, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 360, 'fit_intercept': True}",417
30,0.70629883126,0.653911169355,0.528569692249,0.681547382445,0.807671738297,0.662740119094,0.636120380849,0.458059737,0.761429656814,0.775284228044,"[7, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 510, 'fit_intercept': True}",419
31,0.707134509288,0.650211014495,0.456697965541,0.720117766278,0.79678742553,0.705475863072,0.642656029638,0.469564038341,0.761506498042,0.775261550393,"[3, 2, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 410, 'fit_intercept': True}",420
32,0.705616233478,0.654309170666,0.528850840433,0.682376533556,0.807437757218,0.662274064133,0.636269016859,0.458192334543,0.76161433068,0.775229726449,"[7, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 60, 'fit_intercept': True}",424
33,0.70687412852,0.650381649048,0.456833989424,0.720388640001,0.796710986718,0.705299115766,0.64275680767,0.470542460538,0.761622015895,0.775227458361,"[3, 2, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 510, 'fit_intercept': True}",425
34,0.705529056535,0.654360576858,0.528888837001,0.682482867635,0.807407750429,0.662215132262,0.63628742108,0.458387733613,0.761637571705,0.775222867477,"[7, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 160, 'fit_intercept': True}",427
35,0.706155170497,0.650850989834,0.457986444949,0.721138513203,0.796499377352,0.70481098255,0.643058533589,0.473233679734,0.761944016757,0.775132428346,"[3, 2, 7]","{'normalize': True, 'n_alphas': 60, 'fit_intercept': True}",430
36,0.730111123502,0.629741778728,0.469250862937,0.678127568042,0.808636787795,0.705259657777,0.646736663998,0.486136485467,0.76206569018,0.775096519662,"[6, 0, 7]","{'normalize': True, 'n_alphas': 60, 'fit_intercept': True}",434
37,0.785165002391,0.585055605656,0.464262844702,0.587108998856,0.834321639128,0.730834676662,0.6328086457,0.494276034546,0.762892262462,0.774852578771,"[8, 2, 9]","{'normalize': True, 'positive': False, 'criterion': 'aic', 'fit_intercept': True}",455
38,0.727755482277,0.631464935012,0.466831617004,0.681046443272,0.80781310009,0.703874603376,0.647723060319,0.485739606183,0.762978712513,0.774827065331,"[6, 0, 7]","{'normalize': True, 'n_alphas': 460, 'fit_intercept': True}",456
39,0.709274882931,0.648526486759,0.459752249466,0.716604533453,0.797778837103,0.704773418197,0.642035913502,0.463671264485,0.763046716117,0.774806995871,"[4, 2, 7]","{'normalize': True, 'n_alphas': 10, 'fit_intercept': True}",460
40,0.739448229765,0.63731428827,0.530035304783,0.654513861617,0.815300422967,0.686741599826,0.628500367507,0.483405978835,0.763944321515,0.77454209144,"[6, 2, 11]","{'normalize': True, 'l1_ratio': 0.20000000000000001, 'n_alphas': 60, 'fit_intercept': True}",485
41,0.707087707774,0.649989888713,0.461771564439,0.718886026152,0.797135014624,0.703300463436,0.642842843316,0.464494128624,0.76396051201,0.774537313244,"[4, 2, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 160, 'fit_intercept': True}",486
42,0.641390450496,0.668260361394,0.48884047432,0.847321298862,0.760891411644,0.700600482346,0.639489193863,0.47670146283,0.764395929276,0.774408811385,"[5, 1, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 260, 'fit_intercept': True}",497
43,0.705679066199,0.650932605396,0.4626263051,0.720367476662,0.796716958875,0.702349913505,0.643430107279,0.465010375615,0.764570424414,0.774357313772,"[4, 2, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 410, 'fit_intercept': True}",501
44,0.640586440604,0.668583327646,0.487199380305,0.848293096672,0.760617176589,0.700165308287,0.639681316855,0.476678758307,0.764574430151,0.774356131585,"[5, 1, 7]","{'normalize': True, 'n_alphas': 360, 'fit_intercept': True}",503
45,0.75474426438,0.629781110846,0.487058233025,0.64939916007,0.816743758651,0.708682546961,0.635791717624,0.489922450006,0.764607288244,0.77434643439,"[4, 2, 11]","{'normalize': True, 'l1_ratio': 0.40000000000000002, 'n_alphas': 210, 'fit_intercept': True}",505
46,0.64032977962,0.668686106926,0.486931123402,0.848603940459,0.760529458484,0.700026198941,0.639742459812,0.476671500909,0.764632718642,0.774338929282,"[5, 1, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 410, 'fit_intercept': True}",506
47,0.735245418264,0.640102486697,0.54245784883,0.659800602204,0.813808538979,0.683643227559,0.629588428964,0.490819633901,0.764632740337,0.774338922879,"[6, 2, 11]","{'normalize': True, 'l1_ratio': 0.20000000000000001, 'n_alphas': 10, 'fit_intercept': True}",508
48,0.705499476632,0.651053211948,0.462732357958,0.720557864703,0.796663232602,0.702229310098,0.64350481955,0.465078459572,0.764649450231,0.774333991398,"[4, 2, 7]","{'normalize': True, 'n_alphas': 360, 'fit_intercept': True}",509
49,0.640128327702,0.668766669622,0.486851474649,0.848848123846,0.760460551512,0.69991695055,0.639790386497,0.476665830691,0.764678898571,0.774325300501,"[5, 1, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 460, 'fit_intercept': True}",511
50,0.705260651339,0.651213242623,0.462873703795,0.720811127271,0.796591763544,0.702068745357,0.643604023628,0.465168312449,0.764754979146,0.774302847337,"[4, 2, 7]","{'normalize': True, 'n_alphas': 310, 'fit_intercept': True}",515
51,0.63899728757,0.669230756741,0.487084560982,0.850182092407,0.760084114215,0.699294349626,0.640081659628,0.476732623243,0.76495724198,0.774243154825,"[5, 1, 7]","{'normalize': True, 'n_alphas': 60, 'fit_intercept': True}",521
52,0.722826239816,0.634981962943,0.461770256764,0.687218973058,0.806071252121,0.70096641885,0.649759701269,0.4835267053,0.764986696046,0.774234462238,"[6, 0, 7]","{'normalize': True, 'n_alphas': 10, 'fit_intercept': True}",523
53,0.63880546614,0.66932169755,0.487130527182,0.850371038688,0.760030794797,0.699179456746,0.640151958464,0.476849401371,0.765017535437,0.77422536081,"[5, 1, 7]","{'normalize': True, 'n_alphas': 110, 'fit_intercept': True}",525
54,0.704612700323,0.651645853829,0.463256389762,0.721499543868,0.796397496834,0.701632888405,0.643872267671,0.466006654453,0.765043656419,0.774217651894,"[4, 2, 11]","{'normalize': True, 'l1_ratio': 1.0, 'n_alphas': 460, 'fit_intercept': True}",529
55,0.638696906546,0.669373125769,0.487163955988,0.850478052856,0.760000596091,0.699114397893,0.640191722628,0.476915396087,0.765051855926,0.774215232027,"[5, 1, 7]","{'normalize': True, 'n_alphas': 210, 'fit_intercept': True}",531
56,0.755637942004,0.629183630809,0.486344261695,0.648343706595,0.817041600793,0.709169781122,0.635860846516,0.491326730768,0.76510846805,0.77419852446,"[4, 2, 11]","{'normalize': True, 'l1_ratio': 0.40000000000000002, 'n_alphas': 10, 'fit_intercept': True}",533
57,0.704431176683,0.651766630054,0.463363451527,0.721692718588,0.796342984178,0.701510707656,0.643947181305,0.466689452724,0.765125138436,0.774193604638,"[4, 2, 7]","{'normalize': True, 'n_alphas': 210, 'fit_intercept': True}",534
58,0.750851985864,0.633038311114,0.498370207379,0.653949214003,0.81545976287,0.703385937115,0.637841208206,0.488787816651,0.768633005302,0.773158350752,"[4, 2, 11]","{'normalize': True, 'l1_ratio': 0.20000000000000001, 'n_alphas': 110, 'fit_intercept': True}",537
59,0.71581976984,0.645460911419,0.526117923665,0.673275524561,0.810006003072,0.651265148747,0.641245018623,0.491367555017,0.770045804,0.772741400681,"[7, 0, 11]","{'normalize': True, 'l1_ratio': 0.40000000000000002, 'n_alphas': 110, 'fit_intercept': True}",558
60,0.685113171487,0.666274732941,0.503969304246,0.736069324522,0.792285999,0.690183667569,0.653392765222,0.477357509806,0.770964644945,0.772470229141,"[7, 2, 9]","{'normalize': True, 'positive': False, 'criterion': 'bic', 'fit_intercept': True}",583
61,0.713273431025,0.647041347239,0.528180188952,0.676470612514,0.809104369925,0.649201217749,0.641756588238,0.495093705803,0.771070123003,0.772439100089,"[7, 0, 11]","{'normalize': True, 'l1_ratio': 0.40000000000000002, 'n_alphas': 310, 'fit_intercept': True}",584
62,0.690595758191,0.660526672653,0.477966170753,0.736119827441,0.792271747403,0.692160498428,0.649546864631,0.48013322837,0.772017075215,0.772159632255,"[5, 2, 7]","{'normalize': True, 'n_alphas': 110, 'fit_intercept': True}",602
63,0.753589836372,0.637752136127,0.473739838299,0.667827690181,0.811543346687,0.726562236599,0.653705196673,0.487062774259,0.772162345144,0.772116759687,"[2, 2, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 10, 'fit_intercept': True}",604
